brand    , processor_number                                    , vertical_segment     , socket_supported                , base_frequency_ghz, total_cores, total_threads, tdp_w , launch_year, launch_date
AMD      , RYZEN 3 3250U                                       , LaptopSocket         , FP5                             ,               2.6 ,         2.0,           4.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 3300U                                       , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           4.0,  15.0 ,      2019.0, Q1 2019
AMD      , RYZEN 3 3300X                                       , DesktopSocket        , AM4                             ,               3.8 ,         4.0,           8.0,  65.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 3350U                                       , LaptopSocket         ,                                 ,               2.1 ,         4.0,           4.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 3500U                                       , Laptop               , FP5                             ,               2.1 ,         4.0,           8.0,  15.0 ,      2026.0, Q1 2026
AMD      , RYZEN 3 4100                                        , DesktopSocket        , AM4                             ,               3.8 ,         4.0,           8.0,  65.0 ,      2022.0, Q1 2022
AMD      , RYZEN 3 4300G                                       , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 4300GE                                      , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 4300U                                       , LaptopSocket         , FP6                             ,               2.7 ,         4.0,           4.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 5300G                                       , DesktopSocket        , AM4                             ,               4.0 ,         4.0,           8.0,  65.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 5300GE                                      , DesktopSocket        , AM4                             ,               3.6 ,         4.0,           8.0,  35.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 5300U                                       , LaptopSocket         , FP6                             ,               2.6 ,         4.0,           8.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 5400U                                       , LaptopSocket         , FP6                             ,               2.6 ,         4.0,           8.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 5425U                                       , LaptopSocket         , FP6                             ,               2.7 ,         4.0,           8.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 3 7320C                                       , LaptopSocket         , FT6                             ,               2.4 ,         4.0,           8.0,  15.0 ,      2023.0, Q1 2023
AMD      , RYZEN 3 7320U                                       , LaptopSocket         , FP7                             ,               2.4 ,         4.0,           8.0,  15.0 ,      2023.0, Q1 2023
AMD      , RYZEN 3 7330U                                       , LaptopSocket         , FP6                             ,               2.3 ,         4.0,           8.0,  15.0 ,      2023.0, Q1 2023
AMD      , RYZEN 3 7335U                                       , Desktop              , FP7                             ,               3.0 ,         4.0,           8.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 3 7440U                                       , LaptopSocket         , FP7                             ,               3.0 ,         4.0,           8.0,  28.0 ,      2023.0, Q1 2023
AMD      , RYZEN 3 8300G                                       , DesktopSocket        , AM5                             ,               4.0 ,         4.0,           8.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 3 8300GE                                      , DesktopSocket        ,                                 ,               3.5 ,         4.0,           8.0,  35.0 ,      2024.0, Q1 2024
AMD      , RYZEN 3 8440U                                       , Desktop              , FP7                             ,               3.0 ,         4.0,           8.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 3 PRO 1200                                    , DesktopSocket        , AM4                             ,               3.1 ,         4.0,           4.0,  65.0 ,      2017.0, Q1 2017
AMD      , RYZEN 3 PRO 1300                                    , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           4.0,  65.0 ,      2017.0, Q1 2017
AMD      , RYZEN 3 PRO 210                                     , Desktop              , FP8                             ,                   ,         4.0,              ,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 3 PRO 2100GE                                  , DesktopSocket        , AM4                             ,               3.2 ,         2.0,           4.0,  35.0 ,      2019.0, Q1 2019
AMD      , RYZEN 3 PRO 2200G                                   , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           4.0,  65.0 ,      2018.0, Q1 2018
AMD      , RYZEN 3 PRO 2200GE                                  , DesktopSocket        , AM4                             ,               3.2 ,         4.0,           4.0,  35.0 ,      2018.0, Q1 2018
AMD      , RYZEN 3 PRO 2300U                                   , LaptopSocket         , FP5                             ,               2.0 ,         4.0,           4.0,  15.0 ,      2018.0, Q1 2018
AMD      , RYZEN 3 PRO 3200G                                   , LaptopSocket         , AM4                             ,               3.3 ,         4.0,           4.0,  35.0 ,      2019.0, Q1 2019
AMD      , RYZEN 3 PRO 3200GE                                  , LaptopSocket         , AM4                             ,               3.3 ,         4.0,           4.0,  35.0 ,      2019.0, Q1 2019
AMD      , RYZEN 3 PRO 3300U                                   , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           4.0,  15.0 ,      2019.0, Q1 2019
AMD      , RYZEN 3 PRO 4200G                                   , LaptopSocket         ,                                 ,               1.7 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 PRO 4200GE                                  , LaptopSocket         ,                                 ,               1.7 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 PRO 4350G                                   , DesktopSocket        , AM4                             ,               3.8 ,         4.0,           8.0,  65.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 PRO 4350GE                                  , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 PRO 4355GE                                  , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           8.0,  35.0 ,      2023.0, Q1 2023
AMD      , RYZEN 3 PRO 4450U                                   , LaptopSocket         , FP6                             ,               2.5 ,         4.0,           8.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 3 PRO 5350G                                   , DesktopSocket        , AM4                             ,               4.0 ,         4.0,           8.0,  65.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 PRO 5350GE                                  , DesktopSocket        , AM4                             ,               3.6 ,         4.0,           8.0,  35.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 PRO 5355G                                   , DesktopSocket        , AM4                             ,               4.0 ,         4.0,           8.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 3 PRO 5355GE                                  , DesktopSocket        , AM4                             ,               3.6 ,         4.0,           8.0,  35.0 ,      2025.0, Q1 2025
AMD      , RYZEN 3 PRO 5450U                                   , LaptopSocket         , FP6                             ,               2.6 ,         4.0,           8.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 3 PRO 5475U                                   , LaptopSocket         , FP6                             ,               2.7 ,         4.0,           8.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 3 PRO 7330U                                   , LaptopSocket         , FP6                             ,               2.3 ,         4.0,           8.0,  15.0 ,      2023.0, Q1 2023
AMD      , RYZEN 3 PRO 7335U                                   , Desktop              , FP7r2                           ,               3.0 ,         4.0,           8.0,  30.0 ,      2024.0, Q1 2024
AMD      , RYZEN 3 PRO 8300G                                   , DesktopSocket        , AM5                             ,               3.6 ,         4.0,           8.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 3 PRO 8300GE                                  , DesktopSocket        , AM5                             ,               3.5 ,         4.0,           8.0,  35.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 1400                                        , DesktopSocket        , AM4                             ,               3.2 ,         4.0,           8.0,  65.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 1500X                                       , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           8.0,  65.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 1600                                        , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  95.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 1600X                                       , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  95.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 220                                         , Desktop              , FP8                             ,               3.2 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 230                                         , Desktop              , FP8                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 240                                         , Desktop              , FP8                             ,               4.3 ,         6.0,          12.0,  45.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 2400G                                       , DesktopSocket        , AM4                             ,               3.6 ,         4.0,           8.0,  65.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 2400GE                                      , DesktopSocket        , AM4                             ,               3.2 ,         4.0,           8.0,  35.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 2500U                                       , LaptopSocket         , FP5                             ,               2.0 ,         4.0,           8.0,  15.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 2500X                                       , DesktopSocket        , AM4                             ,               3.6 ,         4.0,           8.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 2600                                        , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  95.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 2600E                                       , DesktopSocket        , AM4                             ,               3.1 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 2600H                                       , LaptopSocket         , FP5                             ,               3.2 ,         4.0,           8.0,  45.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 2600X                                       , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  95.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 3350G                                       , DesktopSocket        ,                                 ,               3.3 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3350GE                                      , DesktopSocket        ,                                 ,               3.3 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3400G                                       , DesktopSocket        , AM4                             ,               3.7 ,         4.0,           8.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 3400GE                                      , DesktopSocket        , AM4                             ,               3.3 ,         4.0,           8.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3450U                                       , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           8.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3500                                        , DesktopSocket        , AM4                             ,               3.6 ,         6.0,           6.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 3500C                                       , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           8.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 3500U                                       , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           8.0,  15.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 3500X                                       , DesktopSocket        , AM4                             ,               3.6 ,         6.0,           6.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 3550H                                       , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           8.0,  35.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 3550U                                       , LaptopSocket         ,                                 ,               2.1 ,         4.0,           8.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3580U                                       , Socket               ,                                 ,               2.2 ,         4.0,           8.0,       ,      2025.0, Q1 2025
AMD      , RYZEN 5 3580U WITH RADEON VEGA MOBILE GFX           , Socket               ,                                 ,               2.2 ,         4.0,           8.0,       ,      2025.0, Q1 2025
AMD      , RYZEN 5 3600                                        , DesktopSocket        , AM4                             ,               3.8 ,         6.0,          12.0,  95.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3600X                                       , DesktopSocket        , AM4                             ,               3.8 ,         6.0,          12.0,  95.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 3600XT                                      , DesktopSocket        , AM4                             ,               3.8 ,         6.0,          12.0,  95.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 40                                          , Desktop              , FT6                             ,               2.8 ,         4.0,           8.0,  15.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 4400G                                       , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 4500                                        , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  65.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 4500U                                       , LaptopSocket         , FP6                             ,               2.3 ,         6.0,           6.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 4600G                                       , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 4600GE                                      , DesktopSocket        , AM4                             ,               3.3 ,         6.0,          12.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 4600H                                       , LaptopSocket         , FP6                             ,               3.0 ,         6.0,          12.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 4600HS                                      , LaptopSocket         , FP6                             ,               3.0 ,         6.0,          12.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 4600U                                       , LaptopSocket         , FP6                             ,               2.1 ,         6.0,          12.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 5500                                        , DesktopSocket        , AM4                             ,               3.0 ,         6.0,          12.0, 105.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 5500GT                                      , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5500H                                       , LaptopSocket         , FP6                             ,               3.3 ,         4.0,           8.0,  45.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 5500U                                       , LaptopSocket         , FP6                             ,               2.1 ,         6.0,          12.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 5500X3D                                     , DesktopSocket        , AM4                             ,               3.0 ,         6.0,          12.0, 105.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 5560U                                       , LaptopSocket         , AM4                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 5600                                        , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5600F                                       , DesktopSocket        , AM4                             ,               3.0 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 5600G                                       , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5600GE                                      , DesktopSocket        , AM4                             ,               3.4 ,         6.0,          12.0,  35.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 5600GT                                      , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5600H                                       , LaptopSocket         , FP6                             ,               3.3 ,         6.0,          12.0,  45.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 5600T                                       , DesktopSocket        , AM4                             ,               3.5 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5600U                                       , LaptopSocket         , FP6                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 5600X                                       , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5600X3D                                     , DesktopSocket        , AM4                             ,               3.3 ,         6.0,          12.0, 105.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 5600XT                                      , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 5625U                                       , LaptopSocket         , FP6                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 6600H                                       , LaptopSocket         , FP7                             ,               3.3 ,         6.0,          12.0,  45.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 6600HS CREATOR EDITION                      , LaptopSocket         , FP7                             ,               3.3 ,         6.0,          12.0,  35.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 6600U                                       , LaptopSocket         , FP7                             ,               2.9 ,         6.0,          12.0,  25.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 7235HS                                      , Desktop              , FP7r2                           ,               3.2 ,         4.0,           8.0,  45.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 7400                                        , DesktopSocket        , AM5                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 7400F                                       , DesktopSocket        , AM5                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 7430U                                       , LaptopSocket         , AM4                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 7500F                                       , DesktopSocket        , AM5                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7500X3D                                     , DesktopSocket        , AM5                             ,               4.0 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 7520C                                       , Mobile/EmbeddedSocket,                                 ,                   ,         8.0,           8.0,       ,      2024.0, Q1 2024
AMD      , RYZEN 5 7520U                                       , LaptopSocket         , FP6                             ,               2.8 ,         4.0,           8.0,  15.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7530U                                       , LaptopSocket         , FP6                             ,               2.0 ,         6.0,          12.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 7533HS                                      , LaptopSocket         , FP7                             ,               3.3 ,         6.0,          12.0,  54.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 7535H                                       , LaptopSocket         , FP7                             ,               3.3 ,         6.0,          12.0,  35.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7535HS                                      , LaptopSocket         , FP7                             ,               3.3 ,         6.0,          12.0,  35.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7535U                                       , LaptopSocket         , FP7                             ,               2.9 ,         6.0,          12.0,  28.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7540U                                       , LaptopSocket         , FP7                             ,               3.2 ,         6.0,          12.0,  28.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7545U                                       , LaptopSocket         , FP7                             ,               3.2 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 7600                                        , DesktopSocket        , AM5                             ,               4.7 ,         6.0,          12.0, 105.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 7600X                                       , DesktopSocket        , AM5                             ,               4.7 ,         6.0,          12.0, 105.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 7600X3D                                     , DesktopSocket        , AM5                             ,               4.1 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 7640HS                                      , LaptopSocket         , FP7                             ,               4.3 ,         6.0,          12.0,  54.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7640U                                       , LaptopSocket         , FP7                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 7645HX                                      , LaptopSocket         , AM5                             ,               4.0 ,         6.0,          12.0,  55.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8400F                                       , DesktopSocket        , AM5                             ,               4.2 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8500G                                       , DesktopSocket        , AM5                             ,               3.5 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8500GE                                      , DesktopSocket        , AM5                             ,               3.4 ,         6.0,          12.0,  35.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8540U                                       , Desktop              , FP7                             ,               3.2 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8600G                                       , DesktopSocket        , AM5                             ,               4.3 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8640HS                                      , Desktop              , FP7                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8640U                                       , Desktop              , FP7                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 8645HS                                      , Desktop              , FP7                             ,               4.3 ,         6.0,          12.0,  45.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 9500F                                       , DesktopSocket        , AM5                             ,               3.8 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 9600                                        , DesktopSocket        , AM5                             ,               3.9 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 9600X                                       , DesktopSocket        , AM5                             ,               3.9 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 MICROSOFT SURFACE EDITION                   , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           8.0,  15.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 1500                                    , DesktopSocket        , AM4                             ,               3.5 ,         4.0,           8.0,  65.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 PRO 1600                                    , DesktopSocket        , AM4                             ,               3.2 ,         6.0,          12.0,  65.0 ,      2017.0, Q1 2017
AMD      , RYZEN 5 PRO 215                                     , LaptopSocket         , FP8                             ,               3.2 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 PRO 220                                     , Desktop              , FP8                             ,               3.2 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 PRO 230                                     , Desktop              , FP8                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 PRO 2400G                                   , DesktopSocket        , AM4                             ,               3.6 ,         4.0,           8.0,  65.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 PRO 2400GE                                  , DesktopSocket        , AM4                             ,               3.2 ,         4.0,           8.0,  35.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 PRO 2500U                                   , LaptopSocket         , FP5                             ,               2.0 ,         4.0,           8.0,  15.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 PRO 2600                                    , DesktopSocket        , AM4                             ,               3.4 ,         6.0,          12.0,  65.0 ,      2018.0, Q1 2018
AMD      , RYZEN 5 PRO 3350G                                   , DesktopSocket        ,                                 ,               3.3 ,         4.0,           4.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 3350GE                                  , DesktopSocket        ,                                 ,               3.3 ,         4.0,           4.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 3400G                                   , DesktopSocket        , AM4                             ,               3.7 ,         4.0,           8.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 PRO 3400GE                                  , DesktopSocket        , AM4                             ,               3.3 ,         4.0,           8.0,  35.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 PRO 3500U                                   , LaptopSocket         , FP5                             ,               2.1 ,         4.0,           8.0,  15.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 PRO 3600                                    , DesktopSocket        , AM4                             ,               3.6 ,         6.0,          12.0,  65.0 ,      2019.0, Q1 2019
AMD      , RYZEN 5 PRO 4400G                                   , DesktopSocket        ,                                 ,               3.7 ,         6.0,          12.0,       ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 4400GE                                  , LaptopSocket         ,                                 ,               3.3 ,         6.0,          12.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 4500U                                   , LaptopSocket         , FP6                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 4650G                                   , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 4650GE                                  , DesktopSocket        , AM4                             ,               3.3 ,         6.0,          12.0,  35.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 4650U                                   , LaptopSocket         , FP6                             ,               2.1 ,         6.0,          12.0,  15.0 ,      2020.0, Q1 2020
AMD      , RYZEN 5 PRO 4655G                                   , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,  65.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 PRO 4655GE                                  , DesktopSocket        , AM4                             ,               3.3 ,         6.0,          12.0,  35.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 PRO 5645                                    , DesktopSocket        , AM4                             ,               3.7 ,         6.0,          12.0,       ,      2022.0, Q1 2022
AMD      , RYZEN 5 PRO 5650G                                   , DesktopSocket        , AM4                             ,               3.9 ,         6.0,          12.0,  65.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 PRO 5650GE                                  , DesktopSocket        , AM4                             ,               3.4 ,         6.0,          12.0,  35.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 PRO 5650U                                   , LaptopSocket         , FP6                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2021.0, Q1 2021
AMD      , RYZEN 5 PRO 5655G                                   , DesktopSocket        , AM4                             ,               3.9 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 5655GE                                  , DesktopSocket        , AM4                             ,               3.4 ,         6.0,          12.0,  35.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 5675U                                   , LaptopSocket         , FP6                             ,               2.3 ,         6.0,          12.0,  15.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 PRO 6650H                                   , LaptopSocket         , FP7                             ,               3.3 ,         6.0,          12.0,  45.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 PRO 6650U                                   , LaptopSocket         , FP7                             ,               2.9 ,         6.0,          12.0,  28.0 ,      2022.0, Q1 2022
AMD      , RYZEN 5 PRO 7445                                    , DesktopSocket        , AM5                             ,               3.3 ,         6.0,          12.0,  65.0 ,      2025.0, Q1 2025
AMD      , RYZEN 5 PRO 7530U                                   , LaptopSocket         , FP6                             ,               2.0 ,         6.0,          12.0,  15.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 PRO 7535U                                   , LaptopSocket         , FP7                             ,               2.9 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 7540U                                   , LaptopSocket         , FP7                             ,               3.2 ,         6.0,          12.0,  30.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 PRO 7545U                                   , Desktop              , FP7                             ,               3.7 ,         6.0,          12.0,       ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 7640HS                                  , LaptopSocket         , FP7                             ,               4.3 ,         6.0,          12.0,  54.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 PRO 7640U                                   , Desktop              , FP7                             ,               3.5 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 7645                                    , Desktop              , AM5                             ,               3.8 ,         6.0,          12.0,  65.0 ,      2023.0, Q1 2023
AMD      , RYZEN 5 PRO 8500G                                   , DesktopSocket        , AM5                             ,               3.5 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 8500GE                                  , DesktopSocket        , AM5                             ,               3.4 ,         6.0,          12.0,  35.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 8540U                                   , Desktop              , FP7                             ,               4.9 ,         6.0,          12.0,  28.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 8600G                                   , DesktopSocket        , AM5                             ,               4.3 ,         6.0,          12.0,  65.0 ,      2024.0, Q1 2024
AMD      , RYZEN 5 PRO 8600GE                                  , DesktopSocket        , AM5                             ,               3.9 ,         6.0,          12.0,  35.0 ,      2024.0, Q1 2024
